순,등록번호,제어번호,서명,저자,출판사,발행지,ISBN,KDC,청구기호,상태,확신도,QA 지적,needs_info,메모
12,EM197463,000007281727,딱 ‘한 번 더’ 하면 인생이 달라진다,닉 베어 지음 ;김현정 옮김,비즈니스북스,서울,9791162544877,199.1,199.1 베64딱,ok,high,,,번역 정보 original_title를 웹 조사 결과에서 보충 / 번역 정보 original_author_native를 웹 조사 결과에서 보충
13,EM197464,000007281728,마흔에 읽는 하이데거,지은이: 한상연,김영사,파주,9791173326523,165.84,165.84 한52마,ok,high,,,앞선 분류 104는 철학 표준구분 강연집·수필집에 해당하여 반려됨. 특정 철학자 해설서는 165.84로 분류함이 타당함.
14,EM197465,000007281729,미식의 교양,하마다 타케후미 지음 ;장민주 옮김,더퀘스트,서울,9791140719051,594.019,594.019 하32미,ok,high,,,
15,EM197466,000007281730,부자들은 절대 속지 않는 돈의 함정,셰종보 지음 ;유주안 옮김,더페이지,고양,9791194156437,327.04,327.04 셰75부,ok,high,,,번역 정보 original_author_native를 웹 조사 결과에서 보충
16,EM197467,000007281731,부처의 생각하지 않는 연습,코이케 류노스케 지음 ;양지윤 옮김,포레스트북스,서울,9791124591031,224.3,224.3 코69부,ok,high,,,"저자기호 충돌(코68부, 기존 EM111740 부처의 말 : 그 행복이 깊다) → +1 조정"
17,EM197468,000007281732,사람 보는 눈이 없는 당신에게,궈즈리 지음 ;이지수 옮김,지니의서재,고양,9791194620365,189.2,189.2 궈77사,ok,high,,,
18,EM197469,000007281733,사유한다는 것은 아니라고 말하는 것이다,저자 : 자크 데리다;역자 : 강선형;,이학사,서울,9788961474986,166.8,166.8 데298사,ok,high,,,
19,EM197470,000007281734,사춘기를 여행하는 중생의 안내서,지은이: 효록 ;그린이: 이지현,씨드북(주),서울,9791160518269,199.5,199.5 효295사,ok,high,,,
20,EM197471,000007281735,삶은 사유가 아니라 돌파다,레프 톨스토이 지음 ;이경희 옮김,페이지2(page2),서울,9791169852067,169.3,169.3 톨57삶,ok,high,,,앞선 분류 197(성윤리)은 주제와 무관하여 반려됨 / 하네스 권고 169.3(러시아철학 19·20세기)을 본표 발췌의 169 러시아철학으로 검증하여 적용 / 자관 소장 0건으로 첫 수집 자료임
21,EM197472,000007281736,삶의 불안을 잠재우는 노자의 말,노무라 소이치로 지음 ;류희 옮김,동양북스(동양문고),서울,9791172102104,152.222,152.222 노36삶,ok,high,,,번역 정보 original_title를 웹 조사 결과에서 보충 / 번역 정보 original_author_native를 웹 조사 결과에서 보충
22,EM197473,000007281737,생각에도 산책이 필요하다,도야마 시게히코 지음 ;지소연 옮김,알에이치코리아(RHK),서울,9788925568904,199.1,199.1 도63생,ok,high,,,"앞선 처리에서 '일본철학'이라는 표목으로 199.1을 적용하여 반려되었으나, 본표 발췌 확인 결과 199.1의 표목은 '인생훈'이며 본 자료의 주제와 정확히 부합함. 자관에서도 동일 저자의 인생 조언 서적을 199.1에 분류하므로 동일 강목을 유지함."
23,EM197474,000007281738,생각이 많아 부처님께 물었더니,마스노 슌묘 지음 ;백운숙 옮김,21세기북스,파주,9791176610575,199.1,199.1 마57생,ok,high,,,
24,EM197475,000007281739,선과 지브리,스즈키 도시오 지음 ;민경욱 옮김,대원씨아이(단행본),서울,9791142352775,688.6,688.6 스77선,ok,high,,,"번역 정보 original_author_native를 웹 조사 결과에서 보충 / 자관의 동일 저자 도서(688.6, 325.1)와 주제 연속성을 고려하여 688.6으로 분류. / ISBN 부가기호 03100(한국문학)은 내용과 맞지 않아 배제."
25,EM197476,000007281740,선악의 발명,지은이: 하노 자우어 ;옮긴이: 김태한,민음사,서울,9788937449482,190.109,190.109 자66선,ok,high,,,번역 정보 original_title를 웹 조사 결과에서 보충
26,EM197477,000007281741,소원이 이루어지는 작은 호텔,안자나 길 지음 ;강영옥 옮김,비즈니스북스,서울,9791162544853,199,199 길62소,ok,high,,,번역 정보 original_title를 웹 조사 결과에서 보충
27,EM197478,000007281742,시작이 준비를 이긴다,존 프린스 지음 ;정지현 옮김,부키,서울,9791175780316,199,199 프298시,ok,high,,,
28,EM197479,000007281743,"신, 인간, 동물, 기계",메건 오기블린 지음 ;최지숙 옮김,갈마바람,서울,9791191128093,180,180 오18신,needs_info,low,,,번역 정보 original_language를 웹 조사 결과에서 보충 / 번역 정보 original_language_ko를 웹 조사 결과에서 보충 / 번역 정보 original_title를 웹 조사 결과에서 보충
29,EM197480,000007281744,아무것도 아닐 때 나는 무엇인가?,아브 네리야 지음 ;강희우 옮김,샨티,서울,9791192604435,199.1,199.1 네298아,ok,high,,,번역 정보 original_language를 웹 조사 결과에서 보충 / 번역 정보 original_language_ko를 웹 조사 결과에서 보충 / 번역 정보 original_author_native를 웹 조사 결과에서 보충
30,EM197481,000007281745,어른이 되면 관계가 쉬워질 줄 알았는데,성유미 지음,오아시스,서울,9791168274709,189.2,189.2 성66어,ok,high,,,
31,EM197482,000007281746,오늘도 일하고 사랑하고 성장합니다,김경선 지음,비전비엔피(비전코리아),서울,9788963222493,325.04,325.04 김14오,ok,high,,,
32,EM197483,000007281747,운의 그릇,저자 : 사토 후미아키,다산북스,파주,9791130688770,199.1,199.1 사885운,ok,high,,,
33,EM197484,000007281748,원니스,육현주 지음,행성B(행성비),서울,9791164713127,189,189 육94원,ok,high,,,
34,EM197485,000007281749,위험 예찬,안 뒤푸르망텔 지음 ;이세진 옮김,사람in,서울,9791171012558,166.8,166.8 뒤896위,ok,high,,,
35,EM197486,000007281750,일상의 질문에 답하는 짧은 철학책,크리스토프 크바르히 지음 ;장혜경 옮김,갈매나무,서울,9791124226131,100,100 크42일,ok,high,,,번역 정보 original_language를 웹 조사 결과에서 보충 / 번역 정보 original_language_ko를 웹 조사 결과에서 보충 / 번역 정보 original_title를 웹 조사 결과에서 보충
36,EM197487,000007281751,자신의 불안과 싸우지 말 것,페터 베르 지음 ;장혜경 옮김,갈매나무,서울,9791124226148,185.3,185.3 베297자,ok,high,,,
37,EM197488,000007281752,잘되는 사람의 뇌과학,사비나 브레넌 지음 ;유윤한 옮김,동아엠앤비,서울,9791163633525,189,189 브294잘,ok,high,,,
38,EM197489,000007281753,종교를 실험하다,조너선 종 지음 ;구형찬 옮김,바다출판사,서울,9791166894244,201,201 종75종,needs_info,low,,201.1(종교철학의 각 분야) 본표 존재 여부 확인 필요 / 원서명 확인 필요,번역 정보 original_title를 웹 조사 결과에서 보충
39,EM197490,000007281754,지적인 삶을 위한 열 가지 철학,오카모토 유이치로 지음 ;곽현아 옮김,이든서재,서울,9791194812234,100,100 오872지,ok,high,,,"동일 저자의 전작 '니체의 마지막 선물'(165.77)은 특정 철학자(니체)에 대한 연구이나, 본서는 정의·자유·권력 등 철학 전반의 핵심 개념을 다루므로 100 철학으로 분류."
40,EM197491,000007281755,파이터의 마음 근육,김재겸 지음,지식과감성#,서울,9791139232134,692.8,692.8 김73파,ok,high,,,
41,EM197492,000007281756,가장 거대한 악은 전쟁,크리스 헤지스 지음 ;김준우 옮김,한국기독교연구소,서울,9791193786178,349,349 헤78가,ok,high,,,"동일 저자의 앞 책(미국의 미래)은 340.942로 분류되었으나, 이 책은 국제관계와 외교정책에 더 초점이 맞춰져 있어 349로 분류함."
42,EM197493,000007281757,길 위에서 바울을 보다,저자 : AL미니스트리,훈훈,시흥,9791199912908,233,233 미198길,ok,high,,,
43,EM197494,000007281758,나는 생각보다 괜찮은 사람,홍성남 지음,가톨릭출판사,서울,9788932119953,238.248,238.248 홍54나,ok,high,,,"사서 힌트(237) 및 자관 세목 분포(237.x)가 제시되었으나, 동일 저자의 선행 저작 및 유사 주제 도서가 자관에서 238.248(가톨릭교회 신앙생활)로 분류되어 있어 일관성을 위해 해당 분류를 따름."
44,EM197495,000007281759,니 혼자 부처 되면 뭐하노,저자 : 월암,담앤북스,음성,9791162012109,228.7,228.7 월62니,ok,high,,,
45,EM197496,000007281760,모두가 자신의 믿음 없음과 싸우고 있다,존 파이퍼 지음 ;윤종석 옮김,두란노,서울,9788953153172,234.3,234.3 파68모,ok,high,,,번역 정보 original_title를 웹 조사 결과에서 보충
46,EM197497,000007281761,불안해서 화를 내고 말았습니다,지은이: 최장현,구름이머무는동안,서울,9791199598102,234.8,234.8 최72불,ok,high,,,
47,EM197498,000007281762,신들은 생각하라고 말한다,키아라 파스토리니 글 ;앙쥐나 부탕 그림 ;권지현 옮김,탐,서울,9788964965542,219.21,219.21 파57신,ok,high,,,"하네스 권고(219)를 수용하되, 자관 세목 분포에서 219.21(그리스·로마신화)이 압도적 다수를 차지하여 세부 세목으로 적용함. 발췌에는 219까지만 명시되어 있으나 자관 실측 분포를 우선함."
48,EM197499,000007281763,신화의 역사,지은이: 심용환,민음사,서울,9788937449369,210,210 심65신,ok,high,,,"심용환의 기존 저서들은 자관에서 900번대(역사)에 분류되어 있으나, 본 도서는 신화를 주요 주제로 다루므로 자관 세목 분포(200번대 17건)와 사서 힌트에 따라 200번대(종교)의 210 비교종교로 분류함."
49,EM197500,000007281764,침묵하는 신과 침묵당하는 사람들,조민아 지음 ;이은진 옮김,비아토르,서울,9791194216476,230,230 조38침,ok,high,,,목차에 참고문헌 포함 / 역자가 명시되어 있으나 원어 정보는 확인되지 않음
50,EM197501,000007281765,"10대, AI가 넘볼 수 없는 사람이 되어라",신수정 지음,우리학교,서울,9791167556172,330.4,330.4 신56십,ok,high,,,
51,EM197502,000007281766,"60세부터 90세까지, 현명하게 돈 쓰는 법",저자 : 오에 히데키,스마트비즈니스,서울,9791163431015,335,335 오64육,ok,high,,,"하네스 권고(327.04, 338.6)는 KDC6 본표에 존재하지 않는 세목이므로 배제함. 자관 분포의 327.04는 본표에 없는 세목이므로 표목이 틀린 번호를 정당화하는 근거로 사용하지 않음."
52,EM197503,000007281767,가미야마,"시노하라 다다시 지음 ;김경인,박우현,정석 옮김",오늘산책,광주,9791193703151,539,539 시195가,ok,high,,,
53,EM197504,000007281768,감정 채굴,저자 : 에바 일루즈;역자 : 최지수,돌베개,파주,9791124669020,331.5,331.5 일296감,needs_info,low,,,"번역 정보 original_language를 웹 조사 결과에서 보충 / 번역 정보 original_language_ko를 웹 조사 결과에서 보충 / 번역 정보 original_title를 웹 조사 결과에서 보충 / 자관 분포에 따라 동일 저자의 앞선 저작(감정 자본주의)과 동일한 331.5로 분류하였으나, 제공된 본표 발췌에 해당 세목의 표목이 없어 표목 미확인 처리 및 confidence를 low로 설정함."
54,EM197505,000007281769,고스팅,지은이: 도미닉 페트먼 ;옮긴이: 최리외,동녘,파주,9788972972143,331.1,331.1 페887고,ok,high,,,
55,EM197506,000007281770,공부나 하라고요? 세상이 이 모양인데?,토끼풀 글 ;방상호 그림,풀빛,서울,9791124589007,340,340 토18공,ok,high,,,
56,EM197507,000007281771,나는 성장주 투자로 40에 은퇴했다,저자 : 파돌댁,체인지업,울산,9791191378986,327.856,327.856 파25나,ok,high,,,
57,EM197508,000007281772,노력이 무기가 될 때,김현주 지음,청림Life,서울,9791193842775,378.9,378.9 김94노,ok,high,,,
58,EM197509,000007281773,"달러, 코인, 전쟁","고승연,이동현 지음",알에이치코리아(RHK),서울,9788925568522,327.2,327.2 고57달,ok,high,,,
59,EM197510,000007281774,돈 때문에 불안하다는 착각,다우치 마나부 지음 ;김정환 옮김,부키,서울,9791175780262,320,320 다66돈,ok,high,,,"번역 정보 original_author_native를 웹 조사 결과에서 보충 / 동일 저자의 앞선 도서(부자의 마지막 가르침)는 327.04로 분류되었으나, 본 도서는 개인 재테크가 아닌 거시경제와 사회경제학적 관점을 다루므로 320으로 분류함."
60,EM197511,000007281775,리더의 옷은 생각보다 무거웠다,지은이: 이기웅,지식과감성#,서울,9791139233131,325.24,325.24 이18리,ok,high,,,"저자 이기웅은 자관에서 일본 문학 및 아동 도서 번역가로 다수 활동했으나, 본서는 저자가 직접 쓴 리더십 에세이이므로 325.24로 분류."
61,EM197512,000007281776,리더의 일은 맡기는 것이 전부다,이바 마사야스 지음 ;정혜원 옮김,비즈니스북스,서울,9791162544914,325.24,325.24 이42리,ok,high,,,"번역 정보 original_title를 웹 조사 결과에서 보충 / 번역 정보 original_author_native를 웹 조사 결과에서 보충 / 앞선 분류 325.211(개인의 성공)은 책의 주제와 맞지 않아 반려됨. 하네스 권고 325.24(조직관리)와 325.3 중 본표와 자관 분포에서 확인된 325.24를 채택함. / 동일 저자의 앞선 자료 '영업의 일류, 이류, 삼류'(2022)는 325.5에 분류되었으나, 본 자료는 영업이 아닌 리더십·위임에 관한 내용이므로 325.24로 분류함."
62,EM197513,000007281777,미국은 왜 전쟁에서 승리하지 못하는가,"도널드 스토커 지음 ;최진용,김영균 옮김",플래닛미디어,서울,9791124129029,390,390 스885미,ok,high,,,
63,EM197514,000007281778,"민주주의를 파괴하는 돈, 거짓말, 신",캐서린 스튜어트 지음 ;안효상 옮김,책과함께,서울,9791124618103,340.942,340.942 스886민,ok,high,,,번역 정보 original_author_native를 웹 조사 결과에서 보충
64,EM197515,000007281779,부동산 전문 변호사의 경매 유치권 이렇게 쉬웠어?,이시훈 지음,지혜로,남양주,9791187799474,327.87,327.87 이58부,ok,high,,,
65,EM197516,000007281780,사건은 왜 항상 금요일 밤에 일어나는가,남은주 지음,창비,파주,9788936481544,814.7,814.7 남67사,ok,high,,,
66,EM197517,000007281781,"사라지는 돈, 살아남는 돈, 불어나는 돈",김효진 지음,페이지2(page2),서울,9791169852098,327.856,327.856 김95사,ok,high,,,앞선 분류 327.87(부동산투자)은 본서의 주제와 불일치하여 반려됨. 하네스 권고 327.856(주식투자)을 본표 및 자관 분포로 검증하여 최종 확정함.
67,EM197518,000007281782,사람의 마지막 직업,앨리슨 J. 퓨 지음 ;김재경 옮김,추수밭(청림출판),서울,9791155402672,331.5412,331.5412 퓨63사,ok,high,,,번역 정보 original_title를 웹 조사 결과에서 보충 / 번역 정보 original_author_native를 웹 조사 결과에서 보충
68,EM197519,000007281783,상처를 끄는 존재들,수나우라 테일러 지음 ;송은주 옮김,오월의봄,파주,9791168731837,301,301 테68상,ok,high,,,"하네스 권고 338.9와 539.98은 KDC6 본표에 존재하지 않는 번호이므로 기각함. 539는 환경공학으로 본서의 인문사회과학적 비판이론 성격과 맞지 않음. 자관 분포는 338.3에 치우쳐 있으나, 338.3은 '장애인 복지'를 의미하여 본서의 '장애이론과 환경정의' 주제와 맞지 않으므로 본표에 근거한 301 사회사상으로 분류함."
69,EM197520,000007281784,상처받은 아이가 아름답다,이연숙 지음,미다스북스,서울,9791173559006,598.1,598.1 이64상,ok,high,,,
70,EM197521,000007281785,생기부를 결정하는 최상위권 중등 탐구 독서,저자 : 박은선;저자 : 배혜림;,메가스터디북스,서울,9791129718396,373.1,373.1 박67생,ok,high,,,
71,EM197522,000007281786,성공의 배신,베른트 크라머 지음 ;이은미 옮김,추수밭(청림출판),서울,9791155402702,331.5,331.5 크292성,needs_info,low,,,
72,EM197523,000007281787,세계화는 어떻게 실패했는가,데이비드 J. 린치 지음 ;이혜진 옮김,21세기북스,파주,9791176610520,322.8,322.8 린86세,ok,high,,,번역 정보 original_language를 웹 조사 결과에서 보충 / 번역 정보 original_language_ko를 웹 조사 결과에서 보충 / 번역 정보 original_title를 웹 조사 결과에서 보충
73,EM197524,000007281788,센스 있는 생각에는 틀이 있다,"사토 마키,아사미 아야카 지음 ;조사연 옮김",알레,서울,9791141186784,325.57,325.57 사885센,ok,high,,,번역 정보 original_title를 웹 조사 결과에서 보충 / 번역 정보 original_author_native를 웹 조사 결과에서 보충
74,EM197525,000007281789,소우주,한승주 지음,메디치미디어,서울,9791157065745,818,818 한57소,ok,high,,,"앞선 분류 678(관악기)은 대중음악과 무관하여 반려됨. 하네스 권고 중 673.5(성악)는 음악 이론/역사서에 적합하나, 본서는 기자가 직접 체험한 문화 르포르타주이자 에세이이므로 818(르포르타주 및 기타)로 분류함. / 동일 저자의 전작 《당신이 사랑하는 동안에》는 813.6(한국 소설)로 분류되었으나, 본서는 소설이 아닌 르포르타주/에세이이므로 818로 분류함."
75,EM197526,000007281790,시사(時事) 고사성어,김영수 쓰고 논함,창해,서울,9791171740765,814.7,814.7 김65시,ok,high,,,"저자기호 충돌(김64시, 기존 EM0164019 시절일기 :우리가 함께 지나온 밤) → +1 조정"
76,EM197527,000007281791,오늘 급식은 경제입니다,홍기훈 글 ;신병근 그림,데이스타,충주,9791168274648,320.4,320.4 홍18오,ok,high,,,
77,EM197528,000007281792,우리는 어떤 나라를 원하는가,백승주 지음,북루덴스,성남,9791199522138,351.1219,351.1219 백57우,needs_info,low,,,"앞선 분류(300)는 자관 분포 미조회로 인한 오분류이며, 실제 자관에는 351.1219 등이 분포하고 있어 하네스 권고에 따라 351.1219로 분류함."
78,EM197529,000007281793,유대인 엄마의 경제 교육,사라 이마스 지음 ;임보미 옮김,빅마우스,파주,9791192556611,378.9,378.9 이32유,ok,high,,,원작 언어 중국어: 사서 확인값 적용
79,EM197530,000007281794,육식의 종말,제러미 리프킨 지음 ;신현승 옮김,시공사,서울,9791171259427,381,381 리897육,needs_info,low,,"본표 발췌에 381.7 및 539.98 세목이 확인되지 않아 상위 요목인 381로 분류했으나, 실제 KDC6 본표에 해당 세목이 존재하는지 확인이 필요함.",
80,EM197531,000007281795,이순신의 위대한 경영,윤동한 지음,가디언,서울,9791167782038,325.24,325.24 윤25이,ok,high,,,
81,EM197532,000007281796,정프로의 한없이 가벼운 경제 상식,경영진 지음,저녁달,파주,9791124539040,320.01,320.01 정64정,ok,high,,,책임표시 원문은 '경영진 지음'이나 책소개와 자관 분포를 통해 실제 저자명이 '정영진'임을 확인하여 정영진으로 통일함.
82,EM197533,000007281797,주식 투자의 그릇,지은이: 후지모토 시게루 ;옮긴이: 박선영,다산북스,파주,9791130677460,327.856,327.856 후79주,ok,high,,,"번역 정보 original_author_native를 웹 조사 결과에서 보충 / 자관의 동일 저자 이전 도서(주식 투자의 기쁨)가 327.856으로 분류되어 있어, 본 도서도 동일 강목인 327.856으로 분류함. / 저자기호 충돌(후78주, 기존 EM0194054 주식 투자의 기쁨 : 89세 현역 트) → +1 조정"
83,EM197534,000007281798,주인의 눈,마테오 파스퀴넬리 지음 ;김상민 옮김 ;이광석 해제,동녘,파주,9788972972150,331.5412,331.5412 파57주,ok,high,,,
84,EM197535,000007281799,중국 AI 미래 지도,지은이: 임선영 ;일러스트: 정진호,책만,안양,9791124309148,321,321 임54중,ok,high,,,"동일 저자의 자관 소장 이전 자료(325.211 임54나)는 자기계발서이나, 본 자료는 중국 AI 산업·기술 분석서로 주제가 명확히 달라 분류를 달리함."
85,EM197536,000007281800,지랄맞은 사춘기를 죽지 않고 통과하는 일,김선미 지음,온포인트,서울,9791199629714,598.125,598.125 김54지,ok,high,,,"자관 세목 분포 미조회. 자관에 동일 저자의 육아서(598.1)가 다수 소장되어 있으나, 본 자료가 구체적으로 '사춘기(청소년)' 양육을 다루고 있으므로 본표의 세목인 598.125로 분류함."
86,EM197537,000007281801,질서의 종말,로버트 D. 카플란 지음 ;이영래 옮김,한국경제신문,서울,9788947502818,340.98,340.98 카897질,needs_info,high,,원제 및 원저자 영문 표기 확인 필요,사서 제시 분류 힌트 325(경영)는 내용과 맞지 않아 기각함. 전작 '지리의 복수'의 분류(340.98)를 따름.
87,EM197538,000007281802,책은 죽지 않는다 本は死なない,이시바시 다케후미 지음 ;[혜화1117] 편집부 옮김,혜화1117,서울,9791191133424,834,834 이58책,ok,high,,,
88,EM197539,000007281803,청소년과 함께하는 민주주의 이야기,최태현 지음,창비,파주,9788936452476,340,340 최883청,ok,high,,,"앞선 분류 343은 KDC6 본표에 표목이 배정되지 않은 빈 번호이므로 사용 불가. 하네스 권고 342는 국가론 중심일 때 적합하나, 이 책은 민주주의 역사·제도·실천을 고르게 다루어 340을 선택. / 자관 동일 저자 도서(818 최883행)는 한국문학 잡저로 주제 분야가 달라 분류 연동 불가."
89,EM197540,000007281804,최상위 합격을 만드는 시사 융합 탐구력,"한승배,하희,김수경,박유진,박영란,이선주,김민정 지음",포르체,서울,9791194634966,373,373 한57최,ok,high,,,
90,EM197541,000007281805,콘크리트 유토피아,박해천 지음,워크룸프레스,서울,9791194232407,331.47,331.47 박93콘,needs_info,low,,,"앞선 분류 394(군사시설)는 주제와 무관하여 반려됨. 하네스 권고 331.47와 539.7 중 사회문화적 분석에 초점을 둔 331.47를 선택함. 자관 세목 분포 및 동일 저자 전작(331.47)을 고려하여 331.47로 분류하나, KDC6 본표 발췌에 331.47의 표목이 없어 표목 미확인 처리 및 confidence를 low로 설정함."
91,EM197542,000007281806,키는 타이밍입니다,박승찬 지음,애플씨드,서울,9791124121115,598.1,598.1 박57키,ok,high,,,"앞선 분류 590.4는 재난 시 가정관리로 오분류였으며, 하네스 권고 598.1을 자관 분포(558건)와 본표 검증을 통해 확정함."
92,EM197543,000007281807,하이브리드 씽킹,정병익 지음,에피케,서울,9791199849952,189,189 정44하,ok,high,,,
93,EM197544,000007281808,헤이세이는 왜 실패했는가,노구치 유키오 지음 ;김지영 옮김,글항아리,파주,9791169095808,322,322 노16헤,ok,high,,,번역 정보 original_author_native를 웹 조사 결과에서 보충
94,EM197545,000007281809,강아지가 하는 말,릴리 친 글·그림 ;김선아 옮김,책공장더불어,서울,9791124147023,527.41,527.41 친298강,needs_info,low,,,번역 정보 original_language를 웹 조사 결과에서 보충 / 번역 정보 original_language_ko를 웹 조사 결과에서 보충 / 번역 정보 original_author_native를 웹 조사 결과에서 보충
95,EM197546,000007281810,기후위기는 어떻게 내 몸을 병들게 하는가,크리스티나 베른트 지음 ;추미란 옮김,동녘,파주,9788972972174,517,517 베297기,ok,high,,,번역 정보 original_title를 웹 조사 결과에서 보충
96,EM197547,000007281811,나 생명과학 좋아하나 봐,저자 : 이고은;삽화가(그림작가) : 신병근,세번째행성,파주,9791192585918,470,470 이15나,needs_info,high,,대상 자료실이 '성인'으로 표기되어 있으나 부가기호(44400)와 내용상 청소년 자료로 보임. 자료실 배치 확인 필요,"하네스 권고 번호(470.7)는 자관 세목 분포에 없어 배제하고, 동일 저자의 유사 주제 도서가 분류된 470을 따름."
97,EM197548,000007281812,별과 원자,지은이: 아서 에딩턴 ;옮긴이: 권혁,돋을새김,서울,9788961673792,443,443 에28별,ok,high,,,
98,EM197549,000007281813,새들의 세계,지은이: 마이크 언윈 ;옮긴이: 조은영 ;그림: 류토 미야케,시공사,서울,9791171259410,498,498 언66새,ok,high,,,"하네스 권고 496.7은 척삭동물로 너무 포괄적이며, 본표 발췌에 조류(498)가 명시되어 있으므로 498을 부여함."
99,EM197550,000007281814,생각하는 청소년을 위한 생화학의 역사,정완상 지음,성림원북스,서울,9791124072271,435.9,435.9 정65생,ok,high,,,"출판사 CIP(470)와 하네스 권고(471.4, 474), 사서 힌트(477)는 생명과학(470) 강목으로 추정하였으나, KDC 본표에 따라 생화학은 435로 분류됨. 동일 저자의 '화학의 역사'(430.9) 사례를 참고하여 생화학의 역사는 435.9로 분류함."
100,EM197551,000007281815,수의사 설채현의 강아지 성장수업,설채현 지음 ;시미씨 그림,김영사,파주,9791173326660,527.41,527.41 설82수,ok,high,,,자관 동일 저자의 기존 도서가 527.41로 분류되어 있어 본 도서도 같은 강목(527.41)을 따름.
101,EM197552,000007281816,수학자의 생각 수업,주하오난 지음 ;이지수 옮김,미디어숲,서울,9791158749286,410.1,410.1 주92수,ok,high,,,
102,EM197553,000007281817,식물은 어떻게 느끼고 행동하고 기억하는가,곽준명 지음,현대지성,서울,9791139733266,481.1,481.1 곽76식,ok,high,,,
103,EM197554,000007281818,아인슈타인이 알았더라면,알랭 아스페 지음 ;손윤지 옮김,와이즈베리,서울,9791175488298,420.13,420.13 아57아,needs_info,low,,,번역 정보 original_language를 웹 조사 결과에서 보충 / 번역 정보 original_language_ko를 웹 조사 결과에서 보충 / 번역 정보 original_title를 웹 조사 결과에서 보충
104,EM197555,000007281819,자연 본능,지은이: 트리스탄 굴리 ;일러스트: 닐 가워 ;옮긴이: 김지원,바다출판사,서울,9791166894268,699.104,699.104 굴298자,needs_info,low,,,번역 정보 original_title를 웹 조사 결과에서 보충 / 앞선 분류 400은 대분류만 부여되어 세목 누락(경고)으로 반려됨 / 동일 저자의 앞선 도서 『산책자를 위한 자연수업』이 자관에서 699.104로 분류되어 있어 동일 강목 따름 / 본표 발췌가 간략판이라 699.104 세목 표목 직접 확인 불가 — confidence low
105,EM197556,000007281820,천재 박쥐,요시 요벨 지음 ;조은영 옮김,어크로스,서울,9791167742995,499,499 요44천,ok,high,,,번역 정보 original_language를 웹 조사 결과에서 보충 / 번역 정보 original_language_ko를 웹 조사 결과에서 보충 / 번역 정보 original_title를 웹 조사 결과에서 보충 / 번역 정보 original_author_native를 웹 조사 결과에서 보충
