순,등록번호,제어번호,서명,저자,출판사,발행지,ISBN,KDC,청구기호,상태,확신도,QA 지적,needs_info,메모
24,EM197542,000007281739,키는 타이밍입니다,박승찬 지음,애플씨드,서울,9791124121115,598.1,598.1 박57키,ok,high,,,"앞선 분류 590.4는 재난 시 가정관리로 오분류였으며, 하네스 권고 598.1을 자관 분포(558건)와 본표 검증을 통해 확정함."
25,EM197544,000007281740,헤이세이는 왜 실패했는가,노구치 유키오 지음 ;김지영 옮김,글항아리,파주,9791169095808,322,322 노16헤,ok,high,,,번역 정보 original_author_native를 웹 조사 결과에서 보충
26,EM197545,000007281741,강아지가 하는 말,릴리 친 글·그림 ;김선아 옮김,책공장더불어,,9791124147023,527.41,527.41,qa_failed,low,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 저자기호가 비어 있습니다. / 260 $a 발행지를 확인하지 못했습니다(needs_info).,저자기호: 저자명 '친'이 한 글자라 둘째 글자가 없습니다. 사서 확인이 필요합니다.,번역 정보 original_language를 웹 조사 결과에서 보충 / 번역 정보 original_language_ko를 웹 조사 결과에서 보충 / 번역 정보 original_author_native를 웹 조사 결과에서 보충
27,EM197548,000007281742,별과 원자,지은이: 아서 에딩턴 ;옮긴이: 권혁,돋을새김,,9788961673792,443,443 에28별,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,
28,EM197550,000007281743,생각하는 청소년을 위한 생화학의 역사,정완상 지음,성림원북스,,9791124072271,435.9,435.9 정65생,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,"출판사 CIP(470)와 하네스 권고(471.4, 474), 사서 힌트(477)는 생명과학(470) 강목으로 추정하였으나, KDC 본표에 따라 생화학은 435로 분류됨. 동일 저자의 '화학의 역사'(430.9) 사례를 참고하여 생화학의 역사는 435.9로 분류함."
29,EM197554,000007281744,아인슈타인이 알았더라면,알랭 아스페 지음 ;손윤지 옮김,와이즈베리,,9791175488298,420.13,420.13 아57아,qa_failed,low,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,번역 정보 original_language를 웹 조사 결과에서 보충 / 번역 정보 original_language_ko를 웹 조사 결과에서 보충 / 번역 정보 original_title를 웹 조사 결과에서 보충
30,EM197556,000007281745,천재 박쥐,요시 요벨 지음 ;조은영 옮김,어크로스,서울,9791167742995,499,499 요44천,ok,high,,,번역 정보 original_language를 웹 조사 결과에서 보충 / 번역 정보 original_language_ko를 웹 조사 결과에서 보충 / 번역 정보 original_title를 웹 조사 결과에서 보충 / 번역 정보 original_author_native를 웹 조사 결과에서 보충
31,EM197567,000007281746,난생처음 피부과 상담,성재영 지음,군자출판사(교재),파주,9791170685012,512.54,512.54 성73난,needs_info,low,,,
32,EM197568,000007281747,내 아이의 언어 감각,임동선 지음,웅진지식하우스,파주,9788901300184,598.1,598.1 임25내,needs_info,low,,,
33,EM197569,000007281748,내일식단의 속세맛 다이어트 치트키,저자 : 김민서(내일식단),책밥,구리,9791193049846,594.5,594.5 김38내,ok,high,,,
34,EM197572,000007281749,무염·저염 하나로 끝내는 베이스 유아식,지은이: 애플랜,길벗,서울,9791140719068,594.5,594.5 애897무,ok,high,,,
35,EM197573,000007281750,세포를 재생하면 질병은 낫는다,조병식 지음,서울셀렉션,서울,9791189809973,512.57,512.57 조44세,ok,high,,,
36,EM197575,000007281751,실리콘밸리에서 배운 아이 자신감 설계법,저자 : 권윤정,심야책방,서울,9791158733650,378.9,378.9 권66실,ok,high,,,
37,EM197580,000007281752,"유연한 채식, 페스카테리언의 식탁",저자 : 지은경,레시피팩토리,,9791192366708,594.5,594.5 지67유,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,
38,EM197581,000007281753,"이것만 알면 인테리어 공사로 1,000만 원 벌 수 있다",양승환 지음,두드림미디어,,9791124026434,595.4,595.4 양57이,qa_failed,low,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,595.4의 세부 표목 확인 필요,
39,EM197582,000007281754,일본 현지 슈퍼마켓 대백과,저자 : 스가와라 요시미,클,서울,9791194374862,981.302,981.302 스12일,needs_info,low,,,"앞선 분류 913.4(규슈)는 일본 특정 지역을 지칭하는 번호로, 일본 전역의 슈퍼마켓을 다루는 본 자료와 맞지 않아 반려됨. / 하네스 권고 981.302와 325.5 중 자관 분포와 자료의 성격(일본 지리·여행 가이드)을 고려하여 981.302로 분류함. 325.5는 슈퍼마켓 경영·운영에 해당하므로 소비자·여행자 대상 안내서인 본 자료와는 성격이 다름. / 동일 저자의 앞 책 『일본 현지 반찬 대백과』는 594.523으로 분류되었으나, 본 책은 요리법이 아닌 슈퍼마켓 자체를 소개하는 내용이므로 분류를 달리함."
40,EM197583,000007281755,작고 우아한 빛나는 얼굴 만들기 : 안티에이징 편,"지은이: 정한미,김종식,이도영,박효진,권수현,고혜림,김수형,박새미,배정민",진솔컴퍼니,서울,9791199694309,512.54,512.54 정92작,ok,high,,,
41,EM197588,000007281756,추추의 집밥 클래스,저자 : 추재현,용감한까치,,9791191994513,594.51,594.51 추73추,qa_failed,low,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,
42,EM197590,000007281757,킬러 푸드,지은이: 배경미,밥북,서울,9791172231644,598,598 배14킬,ok,high,,,
43,EM197591,000007281758,태교의 과학,저자 : 이승즈;저자 : 박숙희;,나이스에듀,,9791199663657,517.32,517.32 이57태,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,
44,EM197594,000007281759,더포스 현이쌤의 알짜 수영 레슨,이현이 지음,서사원,서울,9791168226067,696,696 이94더,ok,high,,,
45,EM197595,000007281760,디자인 트리거,지은이: 윤재영,안그라픽스,파주,9791168231269,658,658 윤73디,ok,high,,,사서 분류 힌트 672(종교음악)는 본표 확인 결과 본 자료의 주제와 맞지 않아 배제함. 하네스 권고 658(그래픽디자인)을 본표에서 확인하여 채택함. / 자관 내 동일 저자 앞책(598.1 육아는 나의 힘)은 주제가 달라 분류 참고에서 배제함.
46,EM197597,000007281761,샤머니즘의 모든 것,맥스 카로치 지음 ;서경주 옮김,미술문화,,9791192768434,219,219 카295샤,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,번역 정보 original_language를 웹 조사 결과에서 보충 / 번역 정보 original_language_ko를 웹 조사 결과에서 보충
47,EM197603,000007281762,일본 문구 대백과,다쓰미출판 편집부 지음 ;김소영 옮김,모두의도감,,9791194793649,589,589 다57일,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,번역 정보 original_title를 웹 조사 결과에서 보충 / 번역 정보 original_author_native를 웹 조사 결과에서 보충
48,EM197608,000007281763,로지쌤의 영어 그림책 정공법,저자 : 로지쌤,메이애플,,9791199276710,747,747 로78로,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,
49,EM197610,000007281764,요만큼만 알아도 미드가 엄청 재밌어진다!,저자 : Chris Suh,멘토스,,9791124143179,747,747 크298요,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,앞선 분류 740.7은 세목 근거 없음. 하네스 권고 747.5는 본표 발췌에 없어 747로 조정.
50,EM197615,000007281765,짧은 문장의 힘,유영만 지음,행성B(행성비),,9791164713189,802,802 유64짧,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,"동일 저자의 기존 도서 '언어를 디자인하라'는 802.5(연설법)로 분류되었으나, 본서는 문장 작법 및 글쓰기 안내서이므로 802(문장작법, 수사학)로 분류함."
51,EM197617,000007281766,I,지은이: 미치오 슈스케 ;옮긴이: 이규원,북스피어,고양,9791192313894,833.6,833.6,qa_failed,high,저자기호가 비어 있습니다.,저자기호: 본표제 'I'에 한글 음절이 없어 작품기호를 정할 수 없습니다.,"자관에서 최근작(2022~2023)이 833.7로 분류된 사례가 있으나, 833.7은 강담을 지칭하는 세목이므로 일반 현대 소설인 본서는 833.6으로 분류함이 타당함."
52,EM197619,000007281767,간호사 우즈키의 미련,아키야 린코 지음 ;김지연 옮김,문예춘추사,서울,9788976048189,833.6,833.6 아878간,ok,high,,,
53,EM197620,000007281768,거울은 먼저 웃지 않는다,저자 : 신승철,잉걸북스,서울,9791199019287,813.7,813.7 신57거,ok,high,,,앞선 분류 813.8(아동문학)은 부가기호 03810(성인 교양) 및 대상 자료실(성인)과 모순되어 813.7(21세기 소설)로 정정함.
54,EM197626,000007281769,그녀와 내가 사계절을 맛있게 즐기는 법,니이자카 니이코 지음 ;이수은 옮김,미우(대원씨아이),서울,9791142357800,833.6,833.6 니68그,ok,high,,,
55,EM197628,000007281770,그리고 강은 그녀를 끌어내린다,지은이: 윤지현 ;옮긴이: 박지선,휴머니스트,서울,9791170875246,843,843 윤78그,ok,high,,,자관 동일 표기 저자 '윤지현'(813.8 『우리 반 회장의 조건』)은 아동문학 작가로 본 저자와는 동일 인물이 아님. 본 저자는 한국계 미국인 성인 소설 작가이며 원작은 영어로 추정됨.
56,EM197629,000007281771,"그림책, 알수록 사랑하게 된다","서혜진,채송아 지음",나는별,,9791188574827,028,028 서94그,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,
57,EM197634,000007281772,나만의 스토리가 있는 아이로 키우는 법,저자 : 김보형,스타라잇,서울,9791199980808,378.9,378.9 김45나,ok,high,,,앞선 분류 818(한국문학)은 문학 작품에 해당하여 배제. 하네스 권고 및 자관 세목 분포(378.9 압도적 다수)를 반영하여 자녀교육·대입 안내서를 사회교육(378.9)으로 분류.
58,EM197647,000007281773,마고가 돈 문제에 대처하는 법,지은이: 루피 소프 ;옮긴이: 보탬,열림원,파주,9791170403937,843,843 소897마,ok,high,,,번역 정보 original_title를 웹 조사 결과에서 보충 / 번역 정보 original_author_native를 웹 조사 결과에서 보충
59,EM197651,000007281774,문제늑대가 우리를 갈라놓았다,아기 오프너 지음 ;라미파 옮김,한울림,,9788958271550,853,853 오897문,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,번역 정보 original_title를 웹 조사 결과에서 보충 / 번역 정보 original_author_native를 웹 조사 결과에서 보충
60,EM197653,000007281775,바다가 들리는 편의점 4,마치다 소노코 지음 ;황국영 옮김,모모,의왕,9791194930471,833.6,833.6 마86바,ok,high,,,"동일 시리즈 2권(833.6)과 3권(833.7)의 분류가 상이하나, 본 자료는 2권과 동일한 833.6으로 분류하여 일관성 유지 / 같은 분류·같은 저자기호에 동일 표제 소장 있음(EM0189334) — 복본으로 보고 기호 유지"
61,EM197654,000007281776,바다가 들리는 편의점 5,마치다 소노코 지음 ;황국영 옮김,모모,의왕,9791175773240,833.6,833.6 마86바,ok,high,,,앞선 분류 833.7(강담)은 내용과 불일치. 하네스 권고 833.6(현대)을 본표 및 자관 분포로 검증하여 확정. 총서 vol.2(833.6)와 일관성 유지. / 같은 분류·같은 저자기호에 동일 표제 소장 있음(EM0189334) — 복본으로 보고 기호 유지
62,EM197659,000007281777,부피의 계산에 대하여 2,지은이: 솔베이 발레 ;옮긴이: 손화수,은행나무,서울,9791167376596,859.3,859.3 발294부,ok,high,,,
63,EM197660,000007281778,북쪽의 개,지은이: 엘리자베스 매켄지 ;옮긴이: 김진희,비채,파주,9791173326554,843,843 매874북,needs_info,high,,목차 또는 상세 책소개 필요 - 구체적 주제어 및 키워드 추출을 위해 추가 정보 필요,
64,EM197661,000007281779,비밀구락부,지은이: 이화경,한길사,파주,9788935679287,813.7,813.7 이95비,ok,high,,,
65,EM197662,000007281780,빵집에서는 수수께끼의 향기가 난다,지은이: 쓰치야 우사기 ;옮긴이: 이선희,arte(아르테),서울,9791176610346,833.6,833.6 쓰86빵,ok,high,,,
66,EM197664,000007281781,살목지,"지은이: 조진연,문화류씨,권현우,김선민",북오션,서울,9788967999551,813.7,813.7 조78살,ok,high,,,"목차 3번 작품의 저자명이 '악수'로 표기되어 있으나, 책임표시 및 책소개상의 저자명은 '권현우'임. 필명 사용으로 판단됨."
67,EM197672,000007281782,솔 벨로 1,지은이: 솔 벨로 ;옮긴이: 김현우,현대문학,서울,9791167903709,843,843 벨295솔,ok,high,,,
68,EM197673,000007281783,솔 벨로 2,지은이: 솔 벨로 ;옮긴이: 김현우,현대문학,서울,9791167903716,843,843 벨295솔,ok,high,,,번역 정보 original_title를 웹 조사 결과에서 보충
69,EM197674,000007281784,수평선 너머,지은이: 벤자민 마이어스 ;옮긴이: 최리외,다산책방,파주,9791130676777,843,843 마68수,ok,high,,,
70,EM197675,000007281785,슬픈 호랑이,네주 시노 지음 ;이세욱 옮김,열린책들,파주,9788932925653,863,863 시195슬,ok,high,,,번역 정보 original_title를 웹 조사 결과에서 보충 / 번역 정보 original_author_native를 웹 조사 결과에서 보충
71,EM197682,000007281786,애니가 남긴 것,애너 퀸들런 소설 ;김지현 옮김,리프,,9791124591055,843,843 퀸27애,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,"앞선 분류 843.7은 KDC6 본표에 존재하지 않는 세목이며, 자관에서도 성인 영미소설에 시대구분을 적용하지 않고 843으로 분류하는 관행을 따름."
72,EM197683,000007281787,어느 영화의 이변에 대한 목격 정보를 모집합니다,카이토 모지 지음 ;나현채 옮김,북플라자,서울,9791124712016,833.6,833.6 카68어,ok,high,,,
73,EM197689,000007281788,여름,지은이: 이디스 워튼 ;옮긴이: 김가원,책깃,,9791165704278,843,843 워887여,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,"앞선 분류(843.6)는 자관의 외국소설 시대구분 미적용 관행을 위반하여 반려됨. 1917년작을 21세기로 오인한 것으로 보이며, 자관 분포(843: 900건)에 따라 843으로 분류함."
74,EM197699,000007281789,이 완벽한 날,아이라 레빈 지음 ;김승욱 옮김,허블,서울,9791193078907,843,843 레49이,ok,high,,,"자관 관행에 따라 성인 외국소설에는 시대구분을 사용하지 않고 843으로 분류함. 동일 저자의 기존 자료도 843으로 분류되어 있음. / 저자기호 충돌(레48이, 기존 EM0174395 이쪽이야, 찰리) → +1 조정"
75,EM197706,000007281790,저 밖에서 비명 소리가,조던 필 엮음 ;이나경 옮김,황금가지,서울,9791170527060,843,843,qa_failed,high,저자기호가 비어 있습니다.,원표제 / 저자기호: 저자명 '필'이 한 글자라 둘째 글자가 없습니다. 사서 확인이 필요합니다.,"로커스상, 브램 스토커상, 영국환상문학상 수상작"
76,EM197711,000007281791,"좋겠다, 아무것도 안 하고 월급 받으면",지은이: 박선영,허블,서울,9791124668146,813.7,813.7 박54좋,ok,high,,,
77,EM197713,000007281792,죽음의 인연,오야마 세이이치로 지음 ;한수진 옮김,리드비,인천,9791192738819,833.6,833.6 오63죽,needs_info,high,,원제목 / 목차 또는 책소개(추리 소설 등 세부 장르 및 원제목 확인),
78,EM197722,000007281793,코헨을 듣는 시간,"지은이: 고영범,최영진",싱긋,,9791124128893,814.7,814.7 고64코,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,
79,EM197725,000007281794,평화로운 우리의 비건 식탁에 놀러 오세요,은영 지음,느린서재,,9791193749470,594.5,594.5 은64평,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,자관에 '은영' 단독 명의 이전 자료가 없으므로 저자 연속성은 확인되지 않음. 주제에 따라 594.5로 분류.
80,EM197728,000007281795,한눈에 읽는 오디세이,호메로스 지음 ;은상 엮음,빚은책들,,9791171212316,892.1,892.1 호34한,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,앞선 분류(813.7)는 원전을 재해석한 작품을 한국 현대 소설로 오분류하여 반려됨. 자관 실측 결과 호메로스 저작은 번역본 및 현대적 각색본 모두 892.1(그리스문학)로 일관 분류되므로 이를 따름.
81,EM197736,000007281796,세상에서 가장 짧은 중국사,린다 제이빈 지음 ;최경은 옮김,진성북스,서울,9788997743735,912,912 제68세,ok,high,,,번역 정보 original_title를 웹 조사 결과에서 보충 / 앞선 분류 911(한국) 및 사서 힌트 913(일본)은 자료의 주제(중국사)와 맞지 않아 기각됨.
82,EM197737,000007281797,슈타지랜드,지은이: 애나 펀더 ;옮긴이: 서제인,생각의힘,,9791194880912,925.073,925.073 펀24슈,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,앞선 분류(900)는 대분류에 그쳐 반려됨. 하네스 권고(925.4)는 자관 분포에 없어 배제하고 자관 다수 세목(925.073)으로 분류함.
83,EM197738,000007281798,엘리자베트,지은이: 김장수,푸른사상,파주,9791130823799,925,925 김72엘,ok,high,,,
84,EM197741,000007281799,유럽 도시 기행 2,지은이: 유시민,생각의길,,9788965137702,982.02,982.02 유58유,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,사서가 제시한 힌트 913은 KDC6 본표상 일본을 지칭하므로 오기(誤記)로 판단되어 배제함. / 자관 동일 시리즈 1권(유럽 도시 기행 .1)이 982.02로 분류되어 있어 총서 계승 및 자관 분포에 따라 982.02로 분류함. / 같은 분류·같은 저자기호에 동일 표제 소장 있음(EM0163643) — 복본으로 보고 기호 유지
85,EM197742,000007281800,유럽 도시 기행 3,지은이: 유시민 ;사진: 한경혜,생각의길,,9788965138310,982.02,982.02 유58유,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,앞선 분류 818(르포르타주)는 자관 실무 및 시리즈 일관성(vol.1 982.02)에 맞지 않아 반려됨. 하네스 권고에 따라 자관 분포에서 압도적 다수를 차지하는 982.02로 분류함. / 같은 분류·같은 저자기호에 동일 표제 소장 있음(EM0163643) — 복본으로 보고 기호 유지
86,EM197745,000007281801,일본에서 보내는 한 달,"김은덕,백종민 지음",어떤책,서울특별,9791189385736,981.302,981.302 김67일,needs_info,low,,,
87,EM197747,000007281802,좋은 전쟁,래너 미터 지음 ;유강은 옮김,언더스탠드,인천,9791199220515,912.07,912.07 미884좋,needs_info,low,,,이전 분류 911(한국사)은 내용과 불일치하여 반려됨. 911은 한국사를 지칭하므로 중일전쟁·제2차 세계대전을 다루는 본서와 무관함. / 사서 힌트 923은 스칸디나비아로 본서 주제(중국)와 전혀 맞지 않아 기각함. / 하네스 권고 912.07을 채택하였으나 본표 발췌에 912 세목이 없어 표목 검증 불가. 자관 분포에서 912.07이 4건 사용 중이나 표목 미확인 상태로 confidence low 부여.
88,EM197749,000007281803,"튀르키예, 역사로 여행하기",글 사진: 이수형,홍익포럼,대구,9791124682005,982.802,982.802 이56튀,needs_info,low,,,"앞선 분류 900(대분류)에서 세목 982.802로 정정. 하네스 권고 및 자관 분포(982.802 19건)를 따르나, KDC6 본표 발췌에 982.8 표목이 없어 표목 미확인 처리 및 confidence low로 설정."
